章节序号,题目序号,问题,选项,正确选项序号,解释
10,2,What does the Native Development Kit (NDK) allow developers to do?,"[""Access low-level C/C++ libraries from Java code"",""Compile Java bytecode to native code"",""Manage app lifecycles"",""Write applications using only Java""]",0,"The NDK allows developers to call C/C++ methods from Java or Kotlin code, enabling direct access to low-level libraries."
10,3,What does the Notification Manager in the Android Application Framework do?,"[""Displays alerts and notifications to users"",""Manages app data sharing"",""Manages app installation and updates"",""Provides access to system resources""]",0,The Notification Manager allows Android applications to display alerts and notifications to the user.
10,4,What is DEX in the context of Android development?,"[""A Java library"",""A hardware component"",""A native machine code format"",""An intermediate bytecode format""]",3,"DEX (Dalvik Executable) is the intermediate bytecode format used by Android, allowing apps to run on any device with a DEX-compatible runtime."
10,5,What is the base layer of the Android software stack?,"[""Android Runtime"",""Application Framework"",""Hardware Abstraction Layer"",""Linux Kernel""]",3,"The Linux Kernel is the base layer of the Android software stack, providing a level of abstraction between the device hardware and the upper layers of the stack."
10,6,What is the function of Ahead-of-Time (AOT) compilation in ART?,"[""Compiles bytecode at app installation"",""Facilitates content sharing between apps"",""Interprets code during app execution"",""Manages app lifecycles""]",0,"AOT compilation converts DEX bytecode into machine code during app installation, allowing for faster app execution and improved battery performance."
10,7,What is the main function of the Package Manager in the Application Framework?,"[""Displays alerts and notifications"",""Finds information about installed apps"",""Manages content sharing between apps"",""Provides access to non-code resources""]",1,The Package Manager allows applications to find information about other applications currently installed on the device.
10,8,What is the primary function of the Resource Manager in the Application Framework?,"[""To facilitate inter-process communication"",""To handle application lifecycle"",""To manage app notifications"",""To provide access to non-code embedded resources""]",3,"The Resource Manager provides access to embedded resources like strings, colors, and UI layouts, which are essential for app customization."
10,9,What is the primary purpose of the Android Application Framework?,"[""To convert Java code to native machine code"",""To execute DEX bytecode"",""To manage the Linux Kernel"",""To provide system-level services to applications""]",3,The Application Framework provides essential system-level services that manage how applications run and interact with the device.
10,10,What is the purpose of the Hardware Abstraction Layer (HAL) in Android?,"[""To convert DEX bytecode into machine code"",""To interface with device hardware components"",""To manage application lifecycles"",""To provide a set of standard Java libraries""]",1,"The HAL allows Android to communicate with hardware components like the camera and microphone, making the system adaptable to various hardware configurations."
10,11,What is the purpose of the android.content library in Android development?,"[""Facilitates content access and messaging"",""Handles 2D graphics drawing"",""Manages the application lifecycle"",""Provides access to hardware components""]",0,"The android.content library facilitates content access, publishing, and messaging between applications and components."
10,12,What is the role of Content Providers in the Android Application Framework?,"[""Allows apps to publish and share data"",""Handles network communication"",""Manages app notifications"",""Manages application resources""]",0,Content Providers allow Android applications to publish and share data with other apps.
10,13,What problem did ART solve compared to Dalvik?,"[""Better support for third-party libraries"",""Enhanced security measures"",""Improved graphics rendering"",""Reduced power consumption and faster app performance""]",3,"ART solved performance and battery life issues by converting DEX bytecode to native machine code ahead of time (AOT), unlike Dalviks Just-in-Time (JIT) compilation."
